date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2015-08-12,1145190,2,3.5,7203,24138,1.0,0,0,3,3681,3522,1983,0,5277 Elm St,Mercer Island,WA 98066,USA
2015-08-12,1150948,7,2.5,7994,144166,3.0,0,0,4,4446,3548,1921,0,131 Oak St,Seattle,WA 98198,USA
2015-08-13,572669,4,2.0,2287,197336,2.0,0,3,4,1967,320,2009,0,6653 Pine St,Kenmore,WA 98044,USA
2015-08-13,496328,2,3.5,2746,10028,2.5,0,0,3,2187,559,1928,0,2061 Elm St,Federal Way,WA 98176,USA
2015-08-13,1174732,5,3.5,6535,147504,1.5,0,3,3,5604,931,2006,0,5820 Oak St,Auburn,WA 98077,USA
2015-08-13,802587,5,1.0,4172,44819,3.0,0,0,5,2565,1607,2004,2006,6294 Main St,Renton,WA 98000,USA
2015-08-13,1161335,6,3.0,6752,89627,2.5,0,4,3,6089,663,2000,1986,8996 Main St,Federal Way,WA 98011,USA
2015-08-13,1221680,7,1.0,7958,6312,2.5,0,3,3,5888,2070,1902,0,5090 Pine St,Kenmore,WA 98154,USA
2015-08-13,750774,2,1.0,2655,26973,3.0,1,1,3,2137,518,1921,0,6840 Oak St,Issaquah,WA 98209,USA
2015-08-14,644153,1,1.5,3979,103126,2.5,0,0,2,2172,1807,1983,0,3211 Oak St,Seattle,WA 98187,USA
2015-08-14,1088964,5,3.5,7195,187377,2.0,0,0,4,4335,2860,1988,0,3125 Main St,Renton,WA 98110,USA
2015-08-14,730540,8,3.0,3520,161045,2.5,0,3,3,3121,399,1997,0,6581 Main St,Lynnwood,WA 98099,USA
2015-08-14,323539,7,1.0,551,45390,1.5,0,3,4,337,214,2005,0,1528 Elm St,Renton,WA 98033,USA
2015-08-14,537390,6,2.0,2659,148171,2.5,0,0,3,1452,1207,1952,2016,9345 Elm St,Seattle,WA 98044,USA
2015-08-14,940442,1,2.5,4890,50956,1.0,1,0,4,3905,985,1992,0,4492 Pine St,Woodinville,WA 98033,USA
2015-08-15,735314,5,4.0,4151,100379,2.5,0,2,3,3212,939,1956,0,8006 Pine St,Bothell,WA 98132,USA
2015-08-15,1110943,5,3.0,7856,15063,3.0,0,0,3,6315,1541,1909,0,6975 Elm St,Burien,WA 98132,USA
2015-08-15,920528,6,1.5,4415,95306,1.0,0,2,5,3572,843,2002,0,2047 Oak St,Duvall,WA 98187,USA
2015-08-15,578913,6,3.0,2612,94196,3.0,0,2,2,1959,653,2010,0,6675 Main St,Renton,WA 98011,USA
2015-08-15,724152,3,3.5,3121,10605,1.5,0,3,3,2331,790,2000,0,3036 Pine St,Bellevue,WA 98165,USA
2015-08-15,887915,8,1.5,5060,97185,2.0,0,0,5,4868,192,1939,2018,2878 Elm St,Edmonds,WA 98000,USA
2015-08-16,1168585,4,2.5,6901,103756,1.5,0,0,4,5292,1609,2013,2007,5059 Elm St,Sammamish,WA 98198,USA
2015-08-16,920681,4,2.0,6265,117351,1.0,0,0,4,5066,1199,1919,0,7175 Pine St,Kirkland,WA 98088,USA
2015-08-16,1131433,1,1.0,7647,73964,2.0,0,3,2,4844,2803,2001,2006,2806 Oak St,Seattle,WA 98022,USA
2015-08-16,813575,4,3.0,5229,183277,2.5,0,0,1,4891,338,1986,0,829 Pine St,Shoreline,WA 98066,USA
2015-08-16,422436,1,1.5,1854,147889,1.0,0,0,2,949,905,1910,0,9281 Elm St,North Bend,WA 98099,USA
2015-08-16,954823,7,2.5,6120,3420,2.0,0,0,5,4765,1355,1907,2017,6394 Pine St,Sammamish,WA 98000,USA
2015-08-16,720124,5,1.0,4254,85448,3.0,0,0,5,2943,1311,1992,0,110 Pine St,Edmonds,WA 98099,USA
2015-08-17,390136,3,4.0,709,90897,2.0,0,2,3,568,141,1935,0,7096 Elm St,Lynnwood,WA 98088,USA
2015-08-17,994821,3,2.5,6732,28728,3.0,0,1,3,4578,2154,1924,0,4234 Pine St,Duvall,WA 98154,USA
2015-08-17,1099046,8,2.0,6671,125826,3.0,0,1,3,5729,942,1938,0,8882 Main St,North Bend,WA 98154,USA
2015-08-17,351633,8,1.0,737,58858,2.0,0,0,3,375,362,1997,0,5180 Elm St,Woodinville,WA 98022,USA
2015-08-17,469708,5,1.0,835,107716,1.5,0,3,3,586,249,2010,0,1040 Elm St,Kent,WA 98044,USA
2015-08-17,1066627,6,4.0,6706,181161,1.5,0,0,4,6140,566,1995,0,6759 Main St,Burien,WA 98088,USA
2015-08-18,719072,8,1.0,4338,161036,3.0,0,0,4,2711,1627,1961,1993,713 Elm St,Mercer Island,WA 98088,USA
2015-08-18,485093,8,1.5,2076,77992,1.0,0,0,4,1092,984,2004,2011,5102 Main St,Kent,WA 98066,USA
2015-08-18,247751,2,1.0,999,100259,2.0,0,0,4,747,252,1986,0,5884 Oak St,Kenmore,WA 98121,USA
2015-08-18,425295,2,2.5,2064,117185,1.0,0,0,4,2039,25,1920,2002,4053 Elm St,Bellevue,WA 98088,USA
2015-08-18,494922,4,1.5,1290,174312,1.5,0,0,4,686,604,1918,0,9001 Oak St,Issaquah,WA 98055,USA
2015-08-18,785157,6,1.0,4040,101282,1.0,0,0,3,2161,1879,1924,0,1906 Oak St,Renton,WA 98011,USA
2015-08-19,1055432,1,2.5,7235,144747,2.5,0,0,3,5770,1465,1986,0,1568 Main St,Burien,WA 98088,USA
2015-08-19,976269,7,2.5,3622,98677,2.5,1,0,3,2263,1359,1982,0,7092 Main St,Renton,WA 98176,USA
2015-08-19,404697,3,3.0,1635,61049,1.5,0,3,4,1152,483,1904,0,2543 Oak St,Woodinville,WA 98000,USA
2015-08-19,720696,4,2.5,4444,180508,1.0,0,0,5,4067,377,1982,0,4482 Pine St,North Bend,WA 98198,USA
2015-08-19,591383,8,4.0,2848,41213,2.0,0,0,3,1707,1141,1998,0,2693 Elm St,Burien,WA 98055,USA
2015-08-19,1144537,5,3.5,7757,160183,1.5,0,0,5,6668,1089,1911,0,5833 Main St,Kenmore,WA 98044,USA
2015-08-20,943391,6,2.0,4824,5284,2.5,0,2,1,3628,1196,2002,0,4133 Pine St,Kenmore,WA 98011,USA
2015-08-20,430331,8,1.0,649,18585,1.5,0,0,4,618,31,1924,0,7298 Elm St,Federal Way,WA 98088,USA
2015-08-20,1077831,3,4.0,6374,197111,1.0,0,4,4,6287,87,1904,0,4493 Elm St,Sammamish,WA 98143,USA
2015-08-20,1174852,1,1.0,7805,96131,1.0,0,0,4,5795,2010,1975,0,9585 Pine St,Redmond,WA 98033,USA
2015-08-20,834953,1,1.0,3706,8131,1.0,1,0,5,2936,770,1926,1992,2847 Pine St,Kent,WA 98033,USA
2015-08-20,638919,2,2.5,4028,44382,3.0,0,0,3,3516,512,1903,0,5444 Oak St,Bellevue,WA 98154,USA
2015-08-20,511276,4,2.5,2124,165599,1.0,0,1,3,1400,724,2015,0,3610 Pine St,Redmond,WA 98077,USA
2015-08-21,674992,8,1.0,3074,163008,2.5,0,0,3,1885,1189,1982,0,4840 Pine St,Bothell,WA 98033,USA
2015-08-21,812748,5,3.5,4928,88081,2.5,0,0,3,4840,88,1944,1992,1046 Pine St,Bellevue,WA 98165,USA
2015-08-21,824057,3,1.5,4769,54441,3.0,0,0,5,3416,1353,1946,0,1495 Elm St,Kent,WA 98033,USA
2015-08-21,613854,8,1.5,3784,186670,2.5,0,0,2,1895,1889,1987,0,4541 Elm St,Issaquah,WA 98165,USA
2015-08-21,1015237,7,2.0,5962,80220,2.5,0,3,4,5478,484,2005,0,2343 Elm St,Auburn,WA 98121,USA
2015-08-21,550689,1,3.0,2608,152714,1.5,0,1,4,2085,523,1927,0,1754 Oak St,Sammamish,WA 98165,USA
2015-08-22,801752,8,4.0,4447,13651,1.0,0,0,3,2598,1849,1996,0,4020 Main St,Edmonds,WA 98198,USA
2015-08-22,847903,3,2.0,5680,133737,1.5,0,0,3,2925,2755,1934,0,2675 Main St,Issaquah,WA 98077,USA
2015-08-22,854553,5,1.0,5414,7918,1.5,0,0,3,3496,1918,2013,0,2551 Oak St,North Bend,WA 98055,USA
2015-08-22,953461,3,4.0,6297,24007,2.5,0,0,3,6069,228,1915,0,5591 Pine St,Burien,WA 98099,USA
2015-08-22,1036304,4,1.0,7167,26035,2.0,0,0,3,6928,239,1911,0,6687 Main St,North Bend,WA 98044,USA
2015-08-22,444951,2,1.0,2763,90352,1.0,0,0,3,1811,952,1979,0,1508 Elm St,Federal Way,WA 98187,USA
2015-08-23,471882,3,3.0,2112,77749,2.0,0,0,3,1938,174,1974,0,3559 Oak St,Duvall,WA 98099,USA
2015-08-23,856574,6,2.5,4315,115049,2.5,0,2,4,3110,1205,1942,1981,8259 Main St,North Bend,WA 98099,USA
2015-08-23,961828,8,3.0,5219,89148,3.0,0,0,4,4317,902,1927,0,6955 Oak St,Redmond,WA 98066,USA
2015-08-23,608978,2,2.0,1077,23211,1.5,1,0,4,718,359,1986,1982,5969 Elm St,Edmonds,WA 98187,USA
2015-08-23,1194281,5,2.5,7337,186659,2.5,0,0,3,5561,1776,2017,0,8354 Elm St,Bellevue,WA 98000,USA
2015-08-23,413637,2,2.5,922,27866,2.5,0,4,5,596,326,2009,0,2417 Main St,Bellevue,WA 98066,USA
2015-08-23,601269,3,2.0,3263,8344,2.0,0,1,4,1731,1532,1980,0,9487 Pine St,Redmond,WA 98000,USA
2015-08-24,932289,3,2.5,5990,69737,3.0,0,0,5,3412,2578,1918,0,1252 Oak St,Issaquah,WA 98154,USA
2015-08-24,603020,6,4.0,1729,71288,1.5,1,0,3,1115,614,1974,0,2500 Elm St,Edmonds,WA 98033,USA
2015-08-24,1151171,1,1.5,7953,63546,3.0,0,0,4,7858,95,1967,0,6894 Elm St,Kent,WA 98209,USA
2015-08-24,799168,8,2.0,3676,108879,3.0,0,0,4,3612,64,1973,1998,9052 Pine St,Burien,WA 98099,USA
2015-08-24,346818,6,2.0,1253,11327,3.0,0,0,3,1145,108,1954,0,1343 Main St,Seattle,WA 98088,USA
2015-08-24,901170,3,1.5,5342,180731,1.0,0,4,3,3292,2050,1982,0,3258 Main St,Bothell,WA 98011,USA
2015-08-25,452919,7,3.0,1187,177869,3.0,0,0,4,855,332,1935,0,2551 Main St,Issaquah,WA 98143,USA
2015-08-25,323553,2,3.0,1222,28608,2.5,0,0,3,879,343,1961,0,2649 Main St,Burien,WA 98165,USA
2015-08-25,963682,6,3.0,6162,160357,1.0,0,1,3,4273,1889,2006,0,8226 Pine St,Kirkland,WA 98000,USA
2015-08-25,504123,6,2.5,1246,89534,1.0,0,2,3,650,596,1938,0,6417 Oak St,Bellevue,WA 98011,USA
2015-08-25,834350,8,1.5,4837,117209,3.0,0,0,4,3711,1126,2015,0,9412 Oak St,Kirkland,WA 98066,USA
2015-08-25,782749,7,4.0,3212,180706,2.5,0,1,5,1722,1490,1940,0,4019 Elm St,Seattle,WA 98099,USA
2015-08-26,325052,7,2.0,1207,172361,1.5,0,0,3,1087,120,1959,0,9928 Main St,Duvall,WA 98209,USA
2015-08-26,307320,7,2.0,934,19007,3.0,0,0,4,789,145,1985,0,2708 Oak St,Kent,WA 98000,USA
2015-08-26,986557,8,2.0,5376,26257,1.0,0,3,3,3636,1740,1965,0,3899 Main St,Edmonds,WA 98132,USA
2015-08-26,529506,1,2.5,983,86054,1.5,0,3,4,809,174,1958,0,9640 Oak St,Duvall,WA 98000,USA
2015-08-26,863153,3,2.5,4018,30784,1.5,0,1,3,2477,1541,1996,0,5076 Main St,Bothell,WA 98044,USA
2015-08-26,1038880,3,3.5,7027,170660,1.0,0,0,4,4445,2582,1939,0,7622 Oak St,Kirkland,WA 98165,USA
2015-08-26,597380,5,4.0,2033,45221,1.5,0,2,3,1335,698,1990,0,2156 Main St,Bellevue,WA 98154,USA
2015-08-27,320512,8,3.0,669,22378,2.5,0,0,3,601,68,1918,0,8996 Oak St,Shoreline,WA 98176,USA
2015-08-27,399402,1,3.5,1520,5696,2.5,0,0,3,920,600,1954,0,9242 Oak St,Seattle,WA 98165,USA
2015-08-27,1215220,5,3.5,7593,94531,3.0,0,1,4,5933,1660,2011,2001,2487 Pine St,Kenmore,WA 98132,USA
2015-08-27,1002853,5,2.5,5464,35635,3.0,0,0,5,3279,2185,1945,0,7062 Oak St,Shoreline,WA 98110,USA
2015-08-27,1145520,5,3.0,6966,127489,1.5,0,4,3,4475,2491,1903,0,1354 Main St,Kirkland,WA 98176,USA
2015-08-27,649347,8,3.0,1347,59543,1.0,1,0,3,832,515,1982,0,5358 Oak St,Sammamish,WA 98176,USA
2015-08-28,1033916,4,2.0,6093,151279,2.5,0,0,4,5011,1082,1961,2007,875 Oak St,Kenmore,WA 98011,USA
2015-08-28,1137460,5,2.5,7899,159596,2.0,0,1,4,6029,1870,1924,0,8062 Elm St,Burien,WA 98132,USA
2015-08-28,550712,6,3.0,1195,160626,3.0,1,2,3,1028,167,1962,0,4385 Elm St,Kirkland,WA 98143,USA
2015-08-28,1004355,2,3.5,7002,12817,2.5,0,0,3,4271,2731,2017,0,8644 Pine St,Duvall,WA 98110,USA
2015-08-28,613749,6,1.5,3846,56258,1.5,0,0,3,1940,1906,2017,2006,1196 Oak St,Seattle,WA 98099,USA
2015-08-28,872706,6,1.5,4513,194654,2.5,0,2,3,3792,721,1969,2020,4217 Main St,Kent,WA 98022,USA
2015-08-29,252528,3,2.5,531,132240,2.5,0,0,3,295,236,2010,0,8322 Oak St,Kirkland,WA 98176,USA
2015-08-29,210844,4,2.0,676,123475,1.5,0,0,3,421,255,1912,0,2983 Oak St,Burien,WA 98154,USA
2015-08-29,647502,8,2.0,3464,175053,3.0,0,0,2,2261,1203,2014,0,1560 Main St,Shoreline,WA 98088,USA
2015-08-29,489830,5,3.0,2612,66199,3.0,0,0,4,2281,331,1985,0,4249 Pine St,Lynnwood,WA 98099,USA
2015-08-29,1158373,3,4.0,6670,65948,2.0,0,4,5,5422,1248,1903,0,3753 Main St,Kent,WA 98077,USA
2015-08-29,678724,1,2.5,4386,58782,2.0,0,0,5,2597,1789,1901,0,9176 Oak St,Issaquah,WA 98132,USA
2015-08-29,616806,1,4.0,2002,81759,3.0,0,4,4,1599,403,1966,0,3819 Pine St,Bothell,WA 98187,USA
2015-08-30,538979,8,1.5,2815,62599,3.0,0,0,4,2404,411,2009,0,8131 Pine St,Issaquah,WA 98044,USA
2015-08-30,778446,3,3.5,3144,17291,3.0,0,4,3,2183,961,1929,0,6561 Oak St,Kenmore,WA 98055,USA
2015-08-30,1106077,2,3.0,7655,109945,3.0,0,0,4,4768,2887,1903,2012,7318 Pine St,Kent,WA 98176,USA
2015-08-30,314385,8,3.5,565,185905,2.5,0,0,2,474,91,1947,0,6530 Oak St,Woodinville,WA 98110,USA
2015-08-30,770866,3,4.0,4728,88057,2.0,0,0,4,3808,920,1942,2006,3767 Pine St,Woodinville,WA 98209,USA
2015-08-30,566304,3,3.0,2428,91251,1.5,0,0,5,1308,1120,1992,0,5510 Main St,Redmond,WA 98165,USA
2015-08-31,799636,4,1.0,5511,88154,1.0,0,0,4,4592,919,1944,0,8212 Pine St,North Bend,WA 98088,USA
2015-08-31,978092,8,3.5,6725,95535,1.5,0,0,3,5005,1720,1996,0,9163 Main St,Edmonds,WA 98011,USA
2015-08-31,948836,1,2.5,6512,165064,1.0,0,0,4,5708,804,1912,1989,7237 Main St,Edmonds,WA 98044,USA
2015-08-31,1199962,1,3.5,6450,171422,2.5,1,0,5,3840,2610,1946,0,1605 Elm St,Kirkland,WA 98000,USA
2015-08-31,1094880,5,3.5,7625,2573,2.0,0,0,3,4796,2829,2002,2019,324 Main St,Burien,WA 98033,USA
2015-08-31,936401,6,3.0,5947,9577,1.0,0,0,4,4589,1358,1995,0,4930 Oak St,Duvall,WA 98033,USA
2015-09-01,1184634,8,1.5,7765,140784,3.0,0,2,3,5752,2013,1927,0,7551 Oak St,Kenmore,WA 98022,USA
2015-09-01,494475,3,4.0,1084,30948,2.5,0,0,4,751,333,1936,0,1801 Elm St,Auburn,WA 98088,USA
2015-09-01,1291115,8,1.0,6970,78700,1.0,1,3,2,6084,886,1927,0,8429 Elm St,Burien,WA 98121,USA
2015-09-01,1067952,3,3.5,7185,6217,3.0,0,0,3,5621,1564,1926,0,4790 Elm St,Kent,WA 98099,USA
2015-09-01,966484,2,4.0,5744,61178,2.5,0,4,4,4911,833,1988,0,3880 Elm St,Woodinville,WA 98011,USA
2015-09-01,1158475,8,4.0,6853,86062,1.0,0,0,3,3951,2902,1929,2012,2781 Pine St,North Bend,WA 98110,USA
2015-09-02,597749,7,1.5,2248,97806,3.0,0,4,3,1943,305,1905,0,9829 Main St,Shoreline,WA 98099,USA
2015-09-02,1013019,7,2.0,6776,158481,2.0,0,0,3,4951,1825,1993,2009,6325 Oak St,Mercer Island,WA 98055,USA
2015-09-02,598244,1,1.0,2704,181112,2.5,0,1,4,1397,1307,2019,1993,8689 Elm St,Sammamish,WA 98187,USA
2015-09-02,696229,2,1.0,4130,110657,1.0,0,2,3,2549,1581,1908,0,4909 Oak St,Kenmore,WA 98011,USA
2015-09-02,509889,4,4.0,2392,68035,3.0,0,0,4,1226,1166,1905,2015,280 Pine St,Edmonds,WA 98011,USA
2015-09-02,1115378,5,3.0,7518,94075,2.0,0,0,4,5476,2042,1928,0,9451 Main St,North Bend,WA 98099,USA
2015-09-02,672966,2,3.5,2929,141741,3.0,0,2,3,1941,988,1986,2013,302 Elm St,Edmonds,WA 98165,USA
2015-09-03,625599,1,2.0,3593,190319,2.0,0,0,4,3570,23,1969,0,5701 Elm St,Seattle,WA 98121,USA
2015-09-03,347119,4,3.0,1473,191047,1.0,0,0,2,1376,97,1985,0,6530 Main St,Lynnwood,WA 98000,USA
2015-09-03,879759,3,2.5,4524,160634,3.0,0,1,3,4129,395,1965,0,1220 Oak St,Renton,WA 98077,USA
2015-09-03,718519,4,1.5,3142,22629,3.0,0,0,3,2358,784,1994,1993,4058 Oak St,Auburn,WA 98165,USA
2015-09-03,595256,6,1.5,1942,92282,1.5,0,2,3,1754,188,1952,2004,5514 Elm St,Bothell,WA 98187,USA
2015-09-03,1118817,8,3.0,7115,193535,2.5,0,0,3,4506,2609,1969,0,573 Elm St,Bellevue,WA 98132,USA
2015-09-04,827525,2,4.0,4829,47007,3.0,0,0,3,3768,1061,2005,0,5679 Pine St,Mercer Island,WA 98154,USA
2015-09-04,1001012,1,1.5,7215,150200,2.0,0,0,4,5024,2191,1904,0,6802 Pine St,Auburn,WA 98121,USA
2015-09-04,328791,2,3.5,1977,3039,2.5,0,0,3,1157,820,1919,0,8390 Elm St,Woodinville,WA 98077,USA
2015-09-04,1074600,3,1.5,6189,107615,1.0,0,4,5,3319,2870,1911,0,8312 Main St,Redmond,WA 98099,USA
2015-09-04,389189,7,3.5,1270,4857,2.5,0,0,3,989,281,2001,0,6066 Oak St,Seattle,WA 98143,USA
2015-09-04,1153593,3,2.5,7829,191091,1.5,0,0,2,4296,3533,2001,0,660 Elm St,Auburn,WA 98044,USA
2015-09-05,965681,1,2.0,6944,92432,1.0,0,0,3,5964,980,1907,0,3443 Pine St,Bothell,WA 98187,USA
2015-09-05,339670,6,1.0,805,81977,3.0,0,2,1,773,32,2019,0,207 Elm St,Woodinville,WA 98198,USA
2015-09-05,252047,5,3.0,501,13735,1.0,0,0,4,291,210,1957,0,5896 Elm St,Bothell,WA 98154,USA
2015-09-05,326012,8,3.0,770,166583,1.0,0,0,3,566,204,1948,1985,2923 Elm St,Kent,WA 98055,USA
2015-09-05,823038,8,3.5,5016,47051,1.5,0,0,3,4360,656,1963,2003,2600 Pine St,Woodinville,WA 98110,USA
2015-09-05,583727,4,2.5,3714,125822,2.0,0,0,3,2389,1325,1949,0,2262 Oak St,Issaquah,WA 98110,USA
2015-09-05,1217678,4,2.5,7343,53693,1.0,0,0,3,7052,291,2006,0,1051 Oak St,Duvall,WA 98209,USA
2015-09-06,326270,3,4.0,1363,108942,2.0,0,0,3,1286,77,1996,0,2767 Main St,Kirkland,WA 98209,USA
2015-09-06,988237,2,1.0,6472,70152,2.5,0,2,1,3571,2901,1938,0,2743 Elm St,Shoreline,WA 98187,USA
2015-09-06,1196818,7,2.0,7603,81919,1.5,0,3,2,3905,3698,1939,0,3273 Oak St,Lynnwood,WA 98187,USA
2015-09-06,1132454,2,3.0,7637,30756,3.0,0,2,3,7547,90,1930,0,5939 Elm St,Redmond,WA 98099,USA
2015-09-06,893055,6,3.5,5605,135966,1.0,0,0,3,5483,122,1902,2016,4441 Main St,Kent,WA 98011,USA
2015-09-06,1142293,5,2.5,7522,117412,2.0,0,0,4,5349,2173,1982,0,910 Pine St,Issaquah,WA 98088,USA
2015-09-07,816951,8,3.0,3239,105531,1.0,1,0,3,1701,1538,2011,0,5926 Elm St,Seattle,WA 98143,USA
2015-09-07,677209,2,3.5,3414,175304,1.5,0,1,2,2763,651,2018,0,7613 Pine St,Lynnwood,WA 98198,USA
2015-09-07,921474,8,1.5,5656,54214,3.0,0,0,3,3657,1999,1971,1999,8289 Pine St,Mercer Island,WA 98099,USA
2015-09-07,334481,4,3.0,606,70817,2.5,0,3,3,586,20,1929,1980,1241 Elm St,Duvall,WA 98033,USA
2015-09-07,1215447,8,2.0,7964,64862,2.5,0,0,2,7146,818,1994,0,8998 Pine St,Lynnwood,WA 98055,USA
2015-09-07,1097931,7,3.5,6444,162108,2.0,0,2,3,5314,1130,1928,0,7641 Main St,Kent,WA 98143,USA
2015-09-08,792241,8,2.0,3668,150656,2.5,0,1,3,2355,1313,1969,0,4176 Main St,Kenmore,WA 98033,USA
2015-09-08,1071186,2,3.0,6924,164380,2.0,0,0,3,5889,1035,1955,0,4394 Pine St,Burien,WA 98154,USA
2015-09-08,1011489,7,1.5,5729,114084,3.0,0,1,4,3692,2037,1965,1993,7172 Main St,Issaquah,WA 98165,USA
2015-09-08,934272,8,2.0,5144,29333,1.0,0,3,4,2668,2476,1986,0,9762 Oak St,Auburn,WA 98066,USA
2015-09-08,633009,5,2.5,3099,168021,1.5,0,3,3,2337,762,2007,0,9986 Elm St,Sammamish,WA 98176,USA
2015-09-08,1057233,4,3.5,6216,125361,3.0,0,1,3,4626,1590,1962,0,1572 Main St,Kenmore,WA 98198,USA
2015-09-08,1027812,8,3.0,6433,98330,3.0,0,0,4,5670,763,1929,0,5455 Pine St,Seattle,WA 98198,USA
2015-09-09,611421,7,1.5,2735,40288,2.5,0,3,4,2551,184,1952,0,9481 Pine St,Renton,WA 98176,USA
2015-09-09,679362,2,2.5,3299,79588,2.5,0,1,5,2234,1065,2001,0,4493 Elm St,Burien,WA 98055,USA
2015-09-09,1061464,4,3.0,7513,116784,1.5,0,0,1,5444,2069,1945,0,266 Oak St,Woodinville,WA 98110,USA
2015-09-09,481665,3,4.0,2011,177339,1.0,0,0,3,1478,533,2002,0,5036 Oak St,Bellevue,WA 98165,USA
2015-09-09,1070715,3,1.5,5973,33175,3.0,1,0,4,3954,2019,1908,0,4699 Main St,Auburn,WA 98077,USA
2015-09-09,259357,6,2.5,518,9915,2.5,0,0,4,451,67,1906,0,2906 Main St,Issaquah,WA 98110,USA
2015-09-10,467798,3,2.0,1358,82658,3.0,0,2,2,1033,325,1962,0,958 Oak St,Mercer Island,WA 98066,USA
2015-09-10,526556,2,3.0,1916,110735,1.0,0,0,4,1833,83,1946,0,9216 Elm St,Kirkland,WA 98198,USA
2015-09-10,985443,5,3.0,5880,73454,2.0,0,0,3,4851,1029,1943,0,9980 Elm St,Woodinville,WA 98099,USA
2015-09-10,680110,4,2.0,3532,191794,1.0,0,0,2,2140,1392,1948,0,2332 Oak St,Auburn,WA 98088,USA
2015-09-10,1024994,7,4.0,5005,96973,3.0,0,0,3,2914,2091,1978,0,9006 Main St,Renton,WA 98033,USA
2015-09-10,340011,1,1.0,1926,112342,3.0,0,0,3,1321,605,1978,2005,8414 Main St,Edmonds,WA 98154,USA
2015-09-11,913144,3,2.5,6289,197370,1.5,0,0,4,4235,2054,1984,0,6230 Elm St,Woodinville,WA 98132,USA
2015-09-11,526141,3,2.0,3031,14805,3.0,0,0,4,2132,899,1961,0,9742 Main St,Bellevue,WA 98011,USA
2015-09-11,1138866,1,3.0,7971,172589,2.5,0,1,4,4717,3254,1958,0,5928 Elm St,Auburn,WA 98011,USA
2015-09-11,940053,7,2.5,5219,55716,1.5,0,0,3,5162,57,1977,0,4287 Oak St,Shoreline,WA 98165,USA
2015-09-11,970496,7,4.0,5251,134943,3.0,0,0,1,3008,2243,1974,0,1069 Pine St,Kirkland,WA 98088,USA
2015-09-11,866287,1,2.5,5363,103793,1.0,0,0,3,4431,932,1974,0,6051 Oak St,Sammamish,WA 98132,USA
2015-09-11,1025614,7,1.0,4538,38375,3.0,1,0,3,2298,2240,1983,0,887 Oak St,Auburn,WA 98022,USA
2015-09-12,822712,2,3.0,4613,177813,1.0,0,0,4,3245,1368,1912,0,9311 Elm St,Kirkland,WA 98088,USA
2015-09-12,586306,7,1.5,2731,111415,1.0,0,0,3,1787,944,2008,1992,7070 Oak St,Edmonds,WA 98132,USA
2015-09-12,551529,4,1.0,2952,155220,3.0,0,0,3,2039,913,1929,2008,1360 Pine St,Seattle,WA 98011,USA
2015-09-12,715293,7,1.0,3346,6834,1.0,0,0,3,2506,840,2003,0,3462 Main St,Redmond,WA 98077,USA
2015-09-12,776465,8,1.5,3702,43680,2.0,0,0,3,2962,740,2002,0,4487 Main St,Lynnwood,WA 98088,USA
2015-09-12,1220818,8,1.5,7122,129802,1.5,0,1,4,5638,1484,1983,0,9051 Oak St,Issaquah,WA 98165,USA
2015-09-13,471709,3,4.0,2316,4399,3.0,0,0,3,1888,428,2008,0,6771 Oak St,Woodinville,WA 98011,USA
2015-09-13,601384,5,4.0,2280,196163,2.0,0,3,4,2102,178,1942,0,6432 Oak St,Seattle,WA 98055,USA
2015-09-13,834961,2,1.0,4603,153834,1.0,0,2,4,4342,261,1950,0,6925 Main St,Issaquah,WA 98077,USA
2015-09-13,368958,2,2.5,1204,183081,1.0,0,2,3,1045,159,2001,0,6963 Elm St,Issaquah,WA 98044,USA
2015-09-13,371223,7,2.0,1841,106908,1.5,0,0,3,993,848,1907,0,2337 Elm St,Bothell,WA 98088,USA
2015-09-13,764128,5,2.0,3962,77493,2.0,0,2,4,3885,77,2014,0,1583 Main St,Renton,WA 98000,USA
2015-09-14,660668,5,1.0,4090,107035,2.0,0,0,2,3982,108,1936,0,7123 Pine St,Kenmore,WA 98088,USA
2015-09-14,486121,6,2.5,1659,183620,3.0,0,0,4,1419,240,2005,1983,9303 Main St,Kent,WA 98099,USA
2015-09-14,875090,5,1.5,5126,160412,1.0,0,0,3,3889,1237,1996,0,7290 Main St,Woodinville,WA 98033,USA
2015-09-14,1314301,7,3.5,7556,193437,2.5,0,3,3,4724,2832,1989,0,5175 Elm St,Sammamish,WA 98022,USA
2015-09-14,788306,7,1.0,4222,127766,3.0,0,0,5,3707,515,2007,0,110 Main St,Redmond,WA 98099,USA
2015-09-14,853135,1,3.0,3938,93674,3.0,0,3,3,3697,241,2019,0,3313 Pine St,Shoreline,WA 98154,USA
2015-09-15,739530,3,2.5,4060,82344,3.0,0,0,3,3380,680,1963,0,5342 Elm St,Edmonds,WA 98110,USA
2015-09-15,1239109,8,3.0,7332,191862,1.5,0,3,1,5972,1360,1938,2014,9191 Pine St,North Bend,WA 98143,USA
2015-09-15,706168,6,3.0,3582,94779,1.5,0,3,3,2136,1446,1907,0,6398 Oak St,Duvall,WA 98055,USA
2015-09-15,1104142,7,1.0,6617,199869,3.0,0,3,3,4492,2125,1961,0,9322 Oak St,Redmond,WA 98121,USA
